,date,type,value
577,2012-05-18,Accessory Dwelling Unit,143.2082191780822
578,2012-05-21,Accessory Dwelling Unit,144.3972602739726
579,2012-05-22,Accessory Dwelling Unit,144.3972602739726
580,2012-05-23,Accessory Dwelling Unit,144.3972602739726
581,2012-05-24,Accessory Dwelling Unit,139.90684931506848
582,2012-05-25,Accessory Dwelling Unit,139.90684931506848
583,2012-05-29,Accessory Dwelling Unit,138.1205479452055
584,2012-05-30,Accessory Dwelling Unit,135.4904109589041
585,2012-05-31,Accessory Dwelling Unit,135.4904109589041
586,2012-06-01,Accessory Dwelling Unit,135.4904109589041
587,2012-06-04,Accessory Dwelling Unit,133.17260273972602
588,2012-06-05,Accessory Dwelling Unit,133.17260273972602
589,2012-06-06,Accessory Dwelling Unit,134.4958904109589
590,2012-06-07,Accessory Dwelling Unit,134.2876712328767
591,2012-06-08,Accessory Dwelling Unit,133.6
592,2012-06-11,Accessory Dwelling Unit,133.6
593,2012-06-12,Accessory Dwelling Unit,135.7917808219178
594,2012-06-13,Accessory Dwelling Unit,134.84657534246574
595,2012-06-14,Accessory Dwelling Unit,134.84657534246574
596,2012-06-15,Accessory Dwelling Unit,134.84657534246574
597,2012-06-18,Accessory Dwelling Unit,134.84657534246574
598,2012-06-19,Accessory Dwelling Unit,136.0
599,2012-06-20,Accessory Dwelling Unit,136.0
600,2012-06-21,Accessory Dwelling Unit,136.0
601,2012-06-22,Accessory Dwelling Unit,136.0
602,2012-06-25,Accessory Dwelling Unit,136.0
603,2012-06-26,Accessory Dwelling Unit,135.04109589041096
604,2012-06-27,Accessory Dwelling Unit,131.6054794520548
605,2012-06-28,Accessory Dwelling Unit,131.6054794520548
606,2012-06-29,Accessory Dwelling Unit,131.6054794520548
607,2012-07-02,Accessory Dwelling Unit,127.78356164383561
608,2012-07-03,Accessory Dwelling Unit,127.78356164383561
609,2012-07-05,Accessory Dwelling Unit,129.65753424657535
610,2012-07-06,Accessory Dwelling Unit,128.7835616438356
611,2012-07-09,Accessory Dwelling Unit,128.7835616438356
612,2012-07-10,Accessory Dwelling Unit,128.7835616438356
613,2012-07-11,Accessory Dwelling Unit,128.7835616438356
614,2012-07-12,Accessory Dwelling Unit,128.7835616438356
615,2012-07-13,Accessory Dwelling Unit,128.7835616438356
616,2012-07-17,Accessory Dwelling Unit,130.13150684931506
617,2012-07-18,Accessory Dwelling Unit,130.93698630136987
